"inquisit.version","computer.platform","startdate","starttime","subjectid","groupid","sessionid","elapsedtime","completed","exp_condition","releasecondition","weathercondition","maxnr_fishinpond","maxnr_trips","fixedsampling","reward","total_winnings","lstotalearnings","tripcount","successtrip","totalfishingcount","lstotalfishingcount","adj_totalfishingcount","total_suddenends","lstotalend","avg_fishingcount","adjavg_fishingcount","mean_castlatency"
"6.6.1","win","2023-09-07","10:59:21","R_2qz3lOTVcVcyp1T","979721877","1","102947","1","2","1","2","32","10","0","5","180","/35/0/30/30/30/20/5/20/10/0","10","8","44","/7/6/6/6/6/4/1/4/2/2","36","2","/0/1/0/0/0/0/0/0/0/1","4.4000000000000003553","4.5","25590"
"6.6.1","mac","2023-09-07","11:00:09","R_4Pe6dRXmBuRm0ql","979721904","1","58211","1","2","1","2","32","10","0","5","205","/0/30/70/65/0/0/40/0/0/0","10","4","102","/19/6/14/13/13/11/8/10/4/4","41","6","/1/0/0/0/1/1/0/1/1/1","10.1999999999999992895","10.25","6727"
"6.6.1","win","2023-09-07","13:57:29","R_qQmlxo3xbEB4QKt","979721859","1","230886","1","2","1","2","32","10","0","5","300","/50/0/0/25/50/25/50/50/50/0","10","7","93","/10/19/7/5/10/5/10/10/10/7","60","3","/0/1/1/0/0/0/0/0/0/1","9.3000000000000007105","8.5714285714285711748","12410"
"6.6.1","win","2023-09-07","13:56:32","R_2cedz6SEEpsoQwd","979721853","1","290546","1","2","1","2","32","10","0","5","350","/20/0/35/80/0/0/40/45/45/85","10","7","109","/4/12/7/16/23/4/8/9/9/17","70","3","/0/1/0/0/1/1/0/0/0/0","10.9000000000000003553","10","10645.7647058823531551752"
"6.6.1","win","2023-09-07","11:00:32","R_3hzlCZoRAIi9ioP","979721902","1","53525","1","2","1","2","32","10","0","5","125","/0/25/40/0/0/0/0/0/0/60","10","3","48","/3/5/8/5/3/1/1/8/2/12","25","7","/1/0/0/1/1/1/1/1/1/0","4.7999999999999998224","8.3333333333333339255","958.75"
"6.6.1","win","2023-09-07","13:59:00","R_2EcWC3d7z0gxPf9","979721881","1","150026","1","2","1","2","32","10","0","5","605","/40/0/70/105/0/80/0/135/40/135","10","7","189","/8/32/14/21/30/16/6/27/8/27","121","3","/0/1/0/0/1/0/1/0/0/0","18.8999999999999985789","17.2857142857142846992","3105.3703703703704377403"
"6.6.1","win","2023-09-07","10:57:46","R_OsdnUQ6t9XnPzUJ","979721875","1","245796","1","2","1","2","32","10","0","5","315","/0/0/110/50/100/0/0/55/0/0","10","4","137","/20/1/22/10/20/13/14/11/15/11","63","6","/1/1/0/0/0/1/1/0/1/1","13.6999999999999992895","15.75","8317.363636363636032911"
"6.6.0","win","2023-09-07","12:59:43","R_2D6QR4PmNSpBfCK","979721887","1","134233","1","2","1","2","32","10","0","5","280","/30/30/40/40/55/55/0/0/0/30","10","7","78","/6/6/8/8/11/11/3/12/7/6","56","3","/0/0/0/0/0/0/1/1/1/0","7.7999999999999998224","8","10010.6666666666660603369"
"6.6.1","mac","2023-09-07","13:57:38","R_2rZxJykp6Yyzv0e","979721849","1","281443","1","2","1","2","32","10","0","5","190","/25/30/25/30/0/15/25/20/0/20","10","8","44","/5/6/5/6/2/3/5/4/4/4","38","2","/0/0/0/0/1/0/0/0/1/0","4.4000000000000003553","4.75","15248.5"
"6.6.1","win","2023-09-07","14:00:15","R_1IWSixJ8i5Dlsnd","979721900","1","119578","1","2","1","2","32","10","0","5","360","/10/20/30/40/40/40/45/50/40/45","10","10","72","/2/4/6/8/8/8/9/10/8/9","72","0","/0/0/0/0/0/0/0/0/0/0","7.2000000000000001776","7.2000000000000001776","5505.6666666666669698316"
"6.6.1","win","2023-09-07","10:59:00","R_3037Ya4AU2vYIOj","979721865","1","209140","1","2","1","2","32","10","0","5","115","/0/20/0/0/25/20/50/0/0/0","10","4","57","/7/4/3/3/5/4/10/13/2/6","23","6","/1/0/1/1/0/0/0/1/1/1","5.7000000000000001776","5.75","6513.5"
"6.6.1","win","2023-09-07","13:58:50","R_3hhwlmKmElJbEUz","979721878","1","221758","1","2","1","2","32","10","0","5","240","/0/30/0/30/0/25/50/50/55/0","10","6","73","/11/6/4/6/2/5/10/10/11/8","48","4","/1/0/1/0/1/0/0/0/0/1","7.2999999999999998224","8","8822.875"
"6.6.1","win","2023-09-07","13:00:31","R_2uwSDpvHOI5zoiP","979721899","1","123669","1","2","1","2","32","10","0","5","195","/25/40/45/30/0/0/0/10/20/25","10","7","62","/5/8/9/6/19/1/3/2/4/5","39","3","/0/0/0/0/1/1/1/0/0/0","6.2000000000000001776","5.5714285714285711748","7384.8000000000001818989"
"6.6.1","and","2023-09-07","19:01:19","R_1mrehJsDsyRgvbm","979721892","1","89249","1","2","1","2","32","10","0","5","255","/0/0/50/60/75/0/0/0/30/40","10","6","99","/17/0/10/12/15/22/7/2/6/8","51","4","/1/0/0/0/0/1/1/1/0/0","9.9000000000000003553","8.5","6367"
"6.6.1","mac","2023-09-07","13:01:30","R_DTBAUBFe9C3QYmJ","979721905","1","106235","1","2","1","2","32","10","0","5","190","/10/15/15/20/15/20/15/25/25/30","10","10","38","/2/3/3/4/3/4/3/5/5/6","38","0","/0/0/0/0/0/0/0/0/0/0","3.7999999999999998224","3.7999999999999998224","5293.6666666666669698316"
"6.6.1","win","2023-09-07","14:02:00","R_3em3ftLIPj1dHU0","979721917","1","85430","1","2","1","2","32","10","0","5","220","/25/0/35/45/55/0/0/0/25/35","10","6","64","/5/5/7/9/11/2/1/12/5/7","44","4","/0/1/0/0/0/1/1/1/0/0","6.4000000000000003553","7.3333333333333330373","4431.2857142857146754977"
"6.6.1","win","2023-09-07","14:01:59","R_3fkgyxMNc2edkJR","979721918","1","91663","1","2","1","2","32","10","0","5","155","/0/0/0/75/0/0/0/80/0/0","10","2","108","/32/2/16/15/5/2/3/16/2/15","31","8","/1/1/1/0/1/1/1/0/1/1","10.8000000000000007105","15.5","1740.0666666666666060337"
"6.6.1","win","2023-09-07","13:02:27","R_2OMSNU3WSYGUI7z","979721928","1","68218","1","2","1","2","32","10","0","5","95","/0/15/0/20/15/0/15/15/15/0","10","6","29","/3/3/2/4/3/2/3/3/3/3","19","4","/1/0/1/0/0/1/0/0/0/1","2.8999999999999999112","3.1666666666666665186","9005.3333333333339396631"
"6.6.1","win","2023-09-07","13:00:42","R_2rl67B2R6LQYHq5","979721890","1","183566","1","2","1","2","32","10","0","5","210","/15/10/25/30/15/25/40/0/35/15","10","9","47","/3/2/5/6/3/5/8/5/7/3","42","1","/0/0/0/0/0/0/0/1/0/0","4.7000000000000001776","4.6666666666666669627","10736"
"6.6.1","win","2023-09-07","11:00:19","R_3Eu9NLDarHOf13a","979721886","1","230955","1","2","1","2","32","10","0","5","230","/0/30/40/0/40/0/40/40/0/40","10","6","81","/7/6/8/12/8/10/8/8/6/8","46","4","/1/0/0/1/0/1/0/0/1/0","8.0999999999999996447","7.6666666666666669627","12131.125"
"6.6.1","win","2023-09-07","14:02:14","R_25ZODa6kXuJisES","979721919","1","129795","1","2","1","2","32","10","0","5","165","/15/20/0/20/20/20/20/25/25/0","10","8","38","/3/4/4/4/4/4/4/5/5/1","33","2","/0/0/1/0/0/0/0/0/0/1","3.7999999999999998224","4.125","38270"
"6.6.1","win","2023-09-07","13:03:05","R_d0Ez7gwLxcQIicN","979721933","1","78190","1","2","1","2","32","10","0","5","320","/0/0/0/0/80/0/80/80/0/80","10","4","134","/12/4/27/19/16/5/16/16/3/16","64","6","/1/1/1/1/0/1/0/0/1/0","13.4000000000000003553","16","1239.0625"
"6.6.1","win","2023-09-07","14:01:27","R_3lpdRVtI3h0K49j","979721898","1","177134","1","2","1","2","32","10","0","5","615","/0/80/0/100/100/125/0/100/0/110","10","6","200","/23/16/24/20/20/25/19/20/11/22","123","4","/1/0/1/0/0/0/1/0/1/0","20","20.5","4679.0909090909090082278"
"6.6.1","win","2023-09-07","14:01:47","R_3h5AlO2YPwtv4JF","979721901","1","161084","1","2","1","2","32","10","0","5","285","/25/0/50/0/40/55/65/0/50/0","10","6","88","/5/13/10/2/8/11/13/4/10/12","57","4","/0/1/0/1/0/0/0/1/0/1","8.8000000000000007105","9.5","5485.1666666666669698316"
"6.6.1","win","2023-09-07","14:02:54","R_2qkEeeiYrpxesHx","979721927","1","106857","1","2","1","2","32","10","0","5","370","/0/50/70/0/80/90/0/0/0/80","10","5","129","/22/10/14/7/16/18/4/6/16/16","74","5","/1/0/0/1/0/0/1/1/1/0","12.9000000000000003553","14.8000000000000007105","2674.4375"
"6.6.1","mac","2023-09-07","13:03:14","R_1Hc9D09FyOjVIDY","979721924","1","94466","1","2","1","2","32","10","0","5","120","/0/0/30/0/20/20/15/25/0/10","10","6","43","/1/9/6/6/4/4/3/5/3/2","24","4","/1/1/0/1/0/0/0/0/1/0","4.2999999999999998224","4","9948"
"6.6.0","win","2023-09-07","14:03:11","R_YVVRIN3LIqjcDbH","979721926","1","97118","1","2","1","2","32","10","0","5","315","/25/0/25/25/25/25/25/25/25/115","10","9","65","/5/2/5/5/5/5/5/5/5/23","63","1","/0/1/0/0/0/0/0/0/0/0","6.5","7","982.2608695652173764756"
"6.6.0","win","2023-09-07","11:00:28","R_tWYvmU9JFtAIJjP","979721895","1","183440","1","2","1","2","32","10","0","5","250","/15/25/40/0/0/25/35/30/40/40","10","8","56","/3/5/8/2/4/5/7/6/8/8","50","2","/0/0/0/1/1/0/0/0/0/0","5.5999999999999996447","6.25","8625"
"6.6.1","mac","2023-09-07","13:02:14","R_3saXDxyhql2keiy","979721908","1","209952","1","2","1","2","32","10","0","5","285","/40/0/0/50/0/45/50/50/50/0","10","6","102","/8/16/11/10/10/9/10/10/10/8","57","4","/0/1/1/0/1/0/0/0/0/1","10.1999999999999992895","9.5","17075.125"
"6.6.1","win","2023-09-08","00:03:12","R_32Ld8JJvPitCOUq","979721910","1","149077","1","2","1","2","32","10","0","5","325","/15/30/45/30/0/35/40/55/25/50","10","9","74","/3/6/9/6/9/7/8/11/5/10","65","1","/0/0/0/0/1/0/0/0/0/0","7.4000000000000003553","7.2222222222222223209","6973.6000000000003637979"
"6.6.1","win","2023-09-07","14:04:14","R_1PXz2XBsgJrPaH8","979721921","1","90409","1","2","1","2","32","10","0","5","95","/5/10/20/10/15/5/10/10/5/5","10","10","19","/1/2/4/2/3/1/2/2/1/1","19","0","/0/0/0/0/0/0/0/0/0/0","1.8999999999999999112","1.8999999999999999112","14985"
"6.6.1","win","2023-09-07","14:03:02","R_23eQioFXdD2A29t","979721915","1","180934","1","2","1","2","32","10","0","5","515","/15/30/45/70/85/0/55/75/75/65","10","9","112","/3/6/9/14/17/9/11/15/15/13","103","1","/0/0/0/0/0/1/0/0/0/0","11.1999999999999992895","11.4444444444444446418","6269.4615384615381117328"
"6.6.3","and","2023-09-07","13:03:18","R_27eTFQCRSvOmpTm","979721907","1","140695","1","2","1","2","32","10","0","5","100","/25/0/0/0/0/40/0/35/0/0","10","3","88","/5/25/10/11/3/8/7/7/6/6","20","7","/0/1/1/1/1/0/1/0/1/1","8.8000000000000007105","6.6666666666666669627","4090.3333333333334849158"
"6.6.1","mac","2023-09-07","14:04:49","R_1hFrhCeQqF7XMz9","979721916","1","89199","1","2","1","2","32","10","0","5","145","/5/0/15/0/15/15/15/20/20/40","10","8","36","/1/4/3/3/3/3/3/4/4/8","29","2","/0/1/0/1/0/0/0/0/0/0","3.6000000000000000888","3.625","4427.375"
"6.6.1","win","2023-09-07","13:03:37","R_UXc1PIzVAkSuFTr","979721897","1","165703","1","2","1","2","32","10","0","5","250","/15/25/0/30/25/35/30/20/30/40","10","9","55","/3/5/5/6/5/7/6/4/6/8","50","1","/0/0/1/0/0/0/0/0/0/0","5.5","5.5555555555555553582","5265.75"
"6.6.1","win","2023-09-07","11:04:21","R_3LZ9iNmnxTt2Qlx","979721912","1","130486","1","2","1","2","32","10","0","5","70","/0/0/0/0/10/15/0/15/15/15","10","5","51","/9/18/6/1/2/3/3/3/3/3","14","5","/1/1/1/1/0/0/1/0/0/0","5.0999999999999996447","2.7999999999999998224","16654"
"6.6.1","mac","2023-09-07","14:11:50","R_2OOX6yezzjTEpht","979721931","1","61156","1","2","1","2","32","10","0","5","195","/20/25/35/25/25/0/20/0/20/25","10","8","48","/4/5/7/5/5/5/4/4/4/5","39","2","/0/0/0/0/0/1/0/1/0/0","4.7999999999999998224","4.875","5616.8000000000001818989"
"6.6.1","win","2023-09-07","13:03:26","R_22S2IpDnZcMfAyQ","979721873","1","204581","1","2","1","2","32","10","0","5","135","/10/10/5/0/40/0/0/0/0/70","10","5","69","/2/2/1/3/8/2/20/16/1/14","27","5","/0/0/0/1/0/1/1/1/1/0","6.9000000000000003553","5.4000000000000003553","5478.8571428571431169985"
"6.6.1","win","2023-09-07","14:05:44","R_2ONlZ0CUssDZOeg","979721936","1","68014","1","2","1","2","32","10","0","5","210","/0/20/25/35/40/0/35/0/25/30","10","7","61","/4/4/5/7/8/11/7/4/5/6","42","3","/1/0/0/0/0/1/0/1/0/0","6.0999999999999996447","6","5038.1666666666669698316"
"6.6.1","win","2023-09-07","13:05:44","R_1LvAl4yJJhjR36f","979721950","1","87450","1","2","1","2","32","10","0","5","235","/0/20/25/30/0/20/30/35/50/25","10","8","57","/6/4/5/6/4/4/6/7/10/5","47","2","/1/0/0/0/1/0/0/0/0/0","5.7000000000000001776","5.875","3056.4000000000000909495"
"6.6.1","win","2023-09-07","14:02:53","R_UMzemflALV2twWt","979721909","1","267259","1","2","1","2","32","10","0","5","255","/0/0/35/50/35/0/0/0/60/75","10","5","101","/16/3/7/10/7/11/15/5/12/15","51","5","/1/1/0/0/0/1/1/1/0/0","10.0999999999999996447","10.1999999999999992895","7642.3999999999996362021"
"6.6.1","win","2023-09-07","13:06:48","R_2e5d84vbOvKFpth","979721952","1","34007","1","2","1","2","32","10","0","5","110","/35/0/10/10/20/10/15/10/0/0","10","7","27","/7/1/2/2/4/2/3/2/2/2","22","3","/0/1/0/0/0/0/0/0/1/1","2.7000000000000001776","3.1428571428571427937","5073.5"
"6.6.1","win","2023-09-07","13:05:14","R_1dlVYKuArfBumIR","979721923","1","130489","1","2","1","2","32","10","0","5","230","/25/40/0/35/0/30/35/0/30/35","10","7","63","/5/8/5/7/6/6/7/6/6/7","46","3","/0/0/1/0/1/0/0/1/0/0","6.2999999999999998224","6.5714285714285711748","5682.7142857142853245023"
"6.6.1","win","2023-09-07","14:04:51","R_SUelMuF45viIwEN","979721930","1","158589","1","2","1","2","32","10","0","5","170","/55/0/0/0/0/5/40/0/70/0","10","4","89","/11/29/5/4/2/1/8/5/14/10","34","6","/0/1/1/1/1/0/0/1/0/1","8.9000000000000003553","8.5","4671.5"
"6.6.1","win","2023-09-07","14:05:38","R_1oov4WuiiilqGw3","979721925","1","113630","1","2","1","2","32","10","0","5","135","/15/15/15/15/15/15/15/0/15/15","10","9","29","/3/3/3/3/3/3/3/2/3/3","27","1","/0/0/0/0/0/0/0/1/0/0","2.8999999999999999112","3","6924"
"6.6.1","win","2023-09-07","13:06:10","R_33mdlHu5f4bbUWe","979721942","1","87695","1","2","1","2","32","10","0","5","150","/20/10/20/0/35/0/40/0/0/25","10","7","35","/4/2/4/0/7/1/8/3/1/5","30","3","/0/0/0/0/0/1/0/1/1/0","3.5","4.2857142857142855874","6887"
"6.6.1","win","2023-09-07","14:05:35","R_8pjYdzAuc5Iu8St","979721956","1","129784","1","2","1","2","32","10","0","5","190","/0/0/40/0/30/45/0/35/0/40","10","5","68","/12/2/8/4/6/9/7/7/5/8","38","5","/1/1/0/1/0/0/1/0/1/0","6.7999999999999998224","7.5999999999999996447","5316.125"
"6.6.1","win","2023-09-07","11:05:15","R_3KHDq3nrVtmfx5L","979721937","1","156985","1","2","1","2","32","10","0","5","425","/25/50/100/0/0/0/75/100/75/0","10","6","120","/5/10/20/17/7/2/15/20/15/9","85","4","/0/0/0/1/1/1/0/0/0/1","12","14.1666666666666660745","7682"
"6.6.1","win","2023-09-07","14:05:33","R_4GcWFesUDwSPTxv","979721947","1","138225","1","2","1","2","32","10","0","5","275","/50/55/0/0/60/50/0/60/0/0","10","5","105","/10/11/16/4/12/10/11/12/8/11","55","5","/0/0/1/1/0/0/1/0/1/1","10.5","11","6268.5454545454549588612"
"6.6.1","win","2023-09-07","14:06:20","R_ywisp7yGsjFtlIZ","979721945","1","114375","1","2","1","2","32","10","0","5","90","/10/0/10/10/10/10/10/10/10/10","10","9","22","/2/4/2/2/2/2/2/2/2/2","18","1","/0/1/0/0/0/0/0/0/0/0","2.2000000000000001776","2","7675"
"6.6.1","mac","2023-09-07","11:06:59","R_3D6KXjOMTeohv7u","979721920","1","82488","1","2","1","2","32","10","0","5","280","/0/0/0/0/50/35/55/70/0/70","10","5","126","/28/3/8/22/10/7/11/14/9/14","56","5","/1/1/1/1/0/0/0/0/1/0","12.5999999999999996447","11.1999999999999992895","3425.2142857142857792496"
"6.6.1","win","2023-09-07","11:06:06","R_W84euwo3IEe8OYh","979721938","1","136202","1","2","1","2","32","10","0","5","200","/25/25/25/0/25/25/25/25/25/0","10","8","50","/5/5/5/5/5/5/5/5/5/5","40","2","/0/0/0/1/0/0/0/0/0/1","5","5","7659.6000000000003637979"
"6.6.1","win","2023-09-07","14:06:44","R_8phaw8br3S6WTiV","979721953","1","105348","1","2","1","2","32","10","0","5","190","/20/15/20/20/15/20/20/20/20/20","10","10","38","/4/3/4/4/3/4/4/4/4/4","38","0","/0/0/0/0/0/0/0/0/0/0","3.7999999999999998224","3.7999999999999998224","7849.75"
"6.6.1","win","2023-09-07","11:06:31","R_Z3jnd6Jz4KglEfD","979721960","1","118226","1","2","1","2","32","10","0","5","320","/20/35/55/115/0/0/0/95/0/0","10","5","117","/4/7/11/23/21/11/2/19/11/8","64","5","/0/0/0/0/1/1/1/0/1/1","11.6999999999999992895","12.8000000000000007105","5782.375"
"6.6.1","win","2023-09-07","13:00:59","R_2zA4Hwj3gMx0mrI","979721885","1","473221","1","2","1","2","32","10","0","5","160","/15/0/15/20/20/25/0/20/20/25","10","8","37","/3/4/3/4/4/5/1/4/4/5","32","2","/0/1/0/0/0/0/1/0/0/0","3.7000000000000001776","4","8994.2000000000007275958"
"6.6.1","win","2023-09-07","14:06:08","R_3GrhIUXTw9uBB4Z","979721896","1","155879","1","2","1","2","32","10","0","5","240","/0/5/10/40/35/35/25/30/25/35","10","9","57","/9/1/2/8/7/7/5/6/5/7","48","1","/1/0/0/0/0/0/0/0/0/0","5.7000000000000001776","5.3333333333333330373","7406.5714285714284415008"
"6.6.1","win","2023-09-07","14:06:30","R_3KveRsDvXweEV4B","979721962","1","147416","1","2","1","2","32","10","0","5","280","/0/0/50/50/0/50/35/45/50/0","10","6","100","/13/16/10/10/7/10/7/9/10/8","56","4","/1/1/0/0/1/0/0/0/0/1","10","9.3333333333333339255","6451"
"6.6.1","win","2023-09-07","14:05:49","R_T6ifCZ6lvkXoHK1","979721934","1","201543","1","2","1","2","32","10","0","5","235","/20/25/30/0/25/30/35/35/0/35","10","8","51","/4/5/6/2/5/6/7/7/2/7","47","2","/0/0/0/1/0/0/0/0/1/0","5.0999999999999996447","5.875","18562.1428571428587019909"
"6.6.1","win","2023-09-07","11:06:10","R_2BxlKXQrtWFpqZ7","979721958","1","182466","1","2","1","2","32","10","0","5","265","/20/20/40/0/25/30/35/20/35/40","10","9","61","/4/4/8/8/5/6/7/4/7/8","53","1","/0/0/0/1/0/0/0/0/0/0","6.0999999999999996447","5.8888888888888892836","8868.125"
"6.6.1","win","2023-09-07","12:05:26","R_1NcmuwQrW6g8vND","979721943","1","231874","1","2","1","2","32","10","0","5","305","/20/30/35/40/0/110/0/0/0/70","10","6","108","/4/6/7/8/6/22/12/11/18/14","61","4","/0/0/0/0/1/0/1/1/1/0","10.8000000000000007105","10.1666666666666660745","8228.8571428571431169985"
"6.6.1","win","2023-09-07","13:08:08","R_ugYIpmg6I8euRnH","979721980","1","99718","1","2","1","2","32","10","0","5","75","/0/5/5/15/0/5/10/15/10/10","10","8","19","/2/1/1/3/2/1/2/3/2/2","15","2","/1/0/0/0/1/0/0/0/0/0","1.8999999999999999112","1.875","6331"
"6.6.1","win","2023-09-07","13:08:10","R_2rGAoBxwVms4YuW","979721957","1","98263","1","2","1","2","32","10","0","5","375","/30/40/80/0/75/55/5/0/5/85","10","9","95","/6/8/16/20/15/11/1/0/1/17","75","1","/0/0/0/1/0/0/0/0/0/0","9.5","8.3333333333333339255","2031.9411764705882887938"
"6.6.1","win","2023-09-07","14:08:59","R_2E77lFQiDRvvO6F","979721981","1","58014","1","2","1","2","32","10","0","5","205","/0/15/20/25/25/30/30/30/30/0","10","8","53","/8/3/4/5/5/6/6/6/6/4","41","2","/1/0/0/0/0/0/0/0/0/1","5.2999999999999998224","5.125","5625.25"
"6.6.1","win","2023-09-07","14:07:27","R_b29QsRhcyDFFFVD","979721966","1","149548","1","2","1","2","32","10","0","5","285","/0/80/0/0/50/50/50/55/0/0","10","5","103","/13/16/10/11/10/10/10/11/8/4","57","5","/1/0/1/1/0/0/0/0/1/1","10.3000000000000007105","11.4000000000000003553","12536.5"
"6.6.1","win","2023-09-07","14:07:31","R_2TTeFGHfQIMGdcB","979721961","1","149160","1","2","1","2","32","10","0","5","135","/5/10/20/35/0/0/15/15/15/20","10","8","37","/1/2/4/7/6/4/3/3/3/4","27","2","/0/0/0/0/1/1/0/0/0/0","3.7000000000000001776","3.375","11259.5"
"6.6.1","win","2023-09-07","14:09:05","R_TmZbRwgvOPhyZEZ","979721974","1","64879","1","2","1","2","32","10","0","5","0","/0/0/0/0/0/0/0/0/0/0","10","0","150","/11/11/8/1/4/24/32/17/22/20","0","10","/1/1/1/1/1/1/1/1/1/1","15","","1797"
"6.6.1","win","2023-09-07","13:09:19","R_3EMX2prl1fHwmn3","979721989","1","59168","1","2","1","2","32","10","0","5","260","/80/0/0/65/0/50/0/65/0/0","10","4","101","/16/4/13/13/11/10/6/13/12/3","52","6","/0/1/1/0/1/0/1/0/1/1","10.0999999999999996447","13","10973.3333333333339396631"
"6.6.1","win","2023-09-07","14:13:16","R_UQMf3smRLqTsYZX","979721986","1","66583","1","2","1","2","32","10","0","5","355","/45/25/70/0/40/60/55/15/0/45","10","8","93","/9/5/14/14/8/12/11/3/8/9","71","2","/0/0/0/1/0/0/0/0/1/0","9.3000000000000007105","8.875","4193"
"6.6.1","win","2023-09-07","14:04:51","R_1dttZBqkkjz4AuY","979721929","1","333060","1","2","1","2","32","10","0","5","305","/50/65/80/0/0/0/50/60/0/0","10","5","93","/10/13/16/2/5/13/10/12/6/6","61","5","/0/0/0/1/1/1/0/0/1/1","9.3000000000000007105","12.1999999999999992895","22371"
"6.6.1","win","2023-09-07","14:06:30","R_1opbIhDV5ALp9m1","979721906","1","250773","1","2","1","2","32","10","0","5","440","/40/45/40/45/40/50/50/40/40/50","10","10","88","/8/9/8/9/8/10/10/8/8/10","88","0","/0/0/0/0/0/0/0/0/0/0","8,8000000000000007105","8,8000000000000007105","4703"
"6.6.1","win","2023-09-07","14:08:50","R_ZeQ0MYdhe0z3CQV","979721969","1","107922","1","2","1","2","32","10","0","5","250","/0/50/0/40/50/70/0/0/20/20","10","6","87","/19/10/1/8/10/14/13/4/4/4","50","4","/1/0/1/0/0/0/1/1/0/0","8.6999999999999992895","8.3333333333333339255","6838.75"
"6.6.1","win","2023-09-07","14:06:53","R_1laUWOV2pxjJmEy","979721935","1","228723","1","2","1","2","32","10","0","5","100","/0/5/5/5/15/15/25/15/15/0","10","8","25","/2/1/1/1/3/3/5/3/3/3","20","2","/1/0/0/0/0/0/0/0/0/1","2.5","2.5","22521.6666666666678793263"
"6.6.0","win","2023-09-07","14:09:00","R_1OSL9rTUKZ8z7X1","979721978","1","101874","1","2","1","2","32","10","0","5","155","/0/0/10/15/20/15/20/25/25/25","10","8","38","/4/3/2/3/4/3/4/5/5/5","31","2","/1/1/0/0/0/0/0/0/0/0","3.7999999999999998224","3.875","6135.1999999999998181011"
"6.6.1","win","2023-09-07","14:08:02","R_DFRnlzl1oDhUd1v","979721964","1","178540","1","2","1","2","32","10","0","5","370","/80/0/0/75/85/0/0/0/50/80","10","5","126","/16/9/13/15/17/7/9/14/10/16","74","5","/0/1/1/0/0/1/1/1/0/0","12.5999999999999996447","14.8000000000000007105","5819.9375"
"6.6.1","win","2023-09-07","14:07:05","R_2PumQJwhfjP1YZi","979721954","1","238244","1","2","1","2","32","10","0","5","340","/0/0/0/0/0/0/80/80/90/90","10","4","148","/29/7/18/17/6/3/16/16/18/18","68","6","/1/1/1/1/1/1/0/0/0/0","14.8000000000000007105","17","4208.111111111111313221"
"6.6.1","win","2023-09-07","11:09:48","R_3FVEg0PPWsHRPrj","979721967","1","212061","1","2","1","2","32","10","0","5","350","/30/40/30/50/60/0/40/60/0/40","10","8","97","/6/8/6/10/12/22/8/12/5/8","70","2","/0/0/0/0/0/1/0/0/1/0","9.6999999999999992895","8.75","9319.625"
"6.6.1","win","2023-09-07","14:09:14","R_2zBFfrXVHrmGDnS","979721951","1","109861","1","2","1","2","32","10","0","5","275","/15/0/45/65/0/30/45/45/0/30","10","7","75","/3/3/9/13/13/6/9/9/4/6","55","3","/0/1/0/0/1/0/0/0/1/0","7.5","7.8571428571428567622","7847.1666666666669698316"
"6.6.1","mac","2023-09-07","14:09:33","R_2EGibwHEhPnCbEu","979721977","1","132344","1","2","1","2","32","10","0","5","400","/0/50/0/60/0/50/50/60/50/80","10","7","96","/12/10/2/12/2/10/10/12/10/16","80","3","/1/0/1/0/1/0/0/0/0/0","9.5999999999999996447","11.4285714285714288252","3660.75"
"6.6.1","win","2023-09-07","14:09:30","R_1HbBybORiR3I0hL","979721985","1","144927","1","2","1","2","32","10","0","5","235","/40/40/0/50/50/0/20/20/0/15","10","7","66","/8/8/15/10/10/3/4/4/1/3","47","3","/0/0/1/0/0/1/0/0/1/0","6.5999999999999996447","6.7142857142857144126","7108"
"6.6.1","mac","2023-09-07","11:10:46","R_1QnfJHqgL52WCBB","979721996","1","73790","1","2","1","2","32","10","0","5","195","/0/65/0/35/30/25/0/0/40/0","10","5","83","/25/13/2/7/6/5/5/10/8/2","39","5","/1/0/1/0/0/0/1/1/0/1","8.3000000000000007105","7.7999999999999998224","15999.5"
"6.6.1","mac","2023-09-07","14:11:03","R_1hWJ3SuTOSMTC8Q","979721995","1","68339","1","2","1","2","32","10","0","5","155","/20/20/15/25/25/0/0/15/20/15","10","8","35","/4/4/3/5/5/1/3/3/4/3","31","2","/0/0/0/0/0/1/1/0/0/0","3.5","3.875","7626.6666666666669698316"
"6.6.1","win","2023-09-07","13:05:52","R_3QKsXHYzpDJ97bT","979721932","1","378722","1","2","1","2","32","10","0","5","460","/60/120/0/0/80/0/60/0/60/80","10","6","143","/12/24/1/31/16/14/12/5/12/16","92","4","/0/0/1/1/0/1/0/1/0/0","14.3000000000000007105","15.3333333333333339255","9977.0625"
"6.6.1","win","2023-09-07","14:09:09","R_3Gcuf3PddwAetrp","979721982","1","186849","1","2","1","2","32","10","0","5","415","/0/0/80/65/80/75/105/0/5/5","10","7","103","/13/1/16/13/16/15/21/6/1/1","83","3","/1/1/0/0/0/0/0/1/0/0","10.3000000000000007105","11.8571428571428576504","97225"
"6.6.1","win","2023-09-07","11:10:02","R_2VORgQw0PU98gK1","979721984","1","164353","1","2","1","2","32","10","0","5","280","/0/25/25/0/40/40/50/50/0/50","10","7","68","/2/5/5/8/8/8/10/10/2/10","56","3","/1/0/0/1/0/0/0/0/1/0","6.7999999999999998224","8","6738"
